Zip	City	State	Abbr.	County	Long	Lat	
55717	Canyon	Minnesota	MN	St. Louis	-92.4594	47.0785	
79016	Canyon	Texas	TX	Randall	-101.896	34.9654	
79015	Canyon	Texas	TX	Randall	-101.925	34.9772	
97820	Canyon City	Oregon	OR	Grant	-118.947	44.3911	
91386	Canyon Country	California	CA	Los Angeles	-118.299	33.7866	
91387	Canyon Country	California	CA	Los Angeles	-118.426	34.4132	
91351	Canyon Country	California	CA	Los Angeles	-118.449	34.4262	
59633	Canyon Creek	Montana	MT	Lewis and Clark	-112.28	46.7627	
78133	Canyon Lake	Texas	TX	Comal	-98.2374	29.9112	
95923	Canyondam	California	CA	Plumas	-121.15	40.1828	
97417	Canyonville	Oregon	OR	Douglas	-123.278	42.9307	
48014	Capac	Michigan	MI	St. Clair	-82.9298	43.0263	
95607	Capay	California	CA	Yolo	-122.091	38.7209	
32920	Cape Canaveral	Florida	FL	Brevard	-80.6043	28.3903	
23310	Cape Charles	Virginia	VA	Northampton	-75.9721	37.2799	
33910	Cape Coral	Florida	FL	Lee	-81.9486	26.5529	
33914	Cape Coral	Florida	FL	Lee	-82.0206	26.5557	
33904	Cape Coral	Florida	FL	Lee	-81.9502	26.6065	
33990	Cape Coral	Florida	FL	Lee	-81.9677	26.6265	
33991	Cape Coral	Florida	FL	Lee	-82.0182	26.6281	
33915	Cape Coral	Florida	FL	Lee	-81.8934	26.6599	
33993	Cape Coral	Florida	FL	Lee	-82.0254	26.6786	
33909	Cape Coral	Florida	FL	Lee	-81.9452	26.6939	
4107	Cape Elizabeth	Maine	ME	Cumberland	-70.2301	43.6017	
65624	Cape Fair	Missouri	MO	Stone	-93.5674	36.7311	
63703	Cape Girardeau	Missouri	MO	Cape Girardeau	-89.5715	37.2844	
63701	Cape Girardeau	Missouri	MO	Cape Girardeau	-89.5459	37.3168	
63702	Cape Girardeau	Missouri	MO	Cape Girardeau	-89.5094	37.3506	
63705	Cape Girardeau	Missouri	MO	Cape Girardeau	-89.6439	37.3662	
8204	Cape May	New Jersey	NJ	Cape May	-74.9214	38.9711	
8210	Cape May Court House	New Jersey	NJ	Cape May	-74.7806	39.1378	
8212	Cape May Point	New Jersey	NJ	Cape May	-74.9654	38.9372	
3902	Cape Neddick	Maine	ME	York	-70.6397	43.2133	
4014	Cape Porpoise	Maine	ME	York	-70.6044	43.3657	
13618	Cape Vincent	New York	NY	Jefferson	-76.3164	44.1244	
24820	Capels	West Virginia	WV	McDowell	-81.6539	37.3752	
23313	Capeville	Virginia	VA	Northampton	-75.9524	37.2019	
92624	Capistrano Beach	California	CA	Orange	-117.663	33.46	
88316	Capitan	New Mexico	NM	Lincoln	-105.527	33.5602	
59319	Capitol	Montana	MT	Carter	-104.539	45.5671	
20731	Capitol Heights	Maryland	MD	Prince George's	-76.8777	38.8336	
20790	Capitol Heights	Maryland	MD	Prince George's	-76.8777	38.8336	
20791	Capitol Heights	Maryland	MD	Prince George's	-76.8777	38.8336	
20799	Capitol Heights	Maryland	MD	Prince George's	-76.8777	38.8336	
20743	Capitol Heights	Maryland	MD	Prince George's	-76.8925	38.8897	
95010	Capitola	California	CA	Santa Cruz	-121.955	36.9767	
65607	Caplinger Mills	Missouri	MO	Cedar	-93.8425	37.7369	
26711	Capon Bridge	West Virginia	WV	Hampshire	-78.4644	39.2802	
26823	Capon Springs	West Virginia	WV	Hampshire	-78.6594	39.3141	
88213	Caprock	New Mexico	NM	Lea	-103.639	33.3939	
61012	Capron	Illinois	IL	Boone	-88.7465	42.4087	
73725	Capron	Oklahoma	OK		-98.631	36.927	
23829	Capron	Virginia	VA	Southampton	-77.2394	36.7243	
35742	Capshaw	Alabama	AL	Limestone	-87.0305	34.7749	
96704	Captain Cook	Hawaii	HI	Hawaii	-155.887	19.4386	
33924	Captiva	Florida	FL	Lee	-82.1802	26.5215	
81124	Capulin	Colorado	CO	Conejos	-106.128	37.3042	
88414	Capulin	New Mexico	NM	Union	-103.999	36.7785	
57725	Caputa	South Dakota	SD	Pennington	-102.794	43.9481	
4925	Caratunk	Maine	ME	Somerset	-69.9386	45.241	
72419	Caraway	Arkansas	AR	Craighead	-90.3358	35.759	
47837	Carbon	Indiana	IN	Clay	-87.1132	39.5913	
50839	Carbon	Iowa	IA	Adams	-94.8231	41.0487	
76435	Carbon	Texas	TX	Eastland	-98.8348	32.2701	
61239	Carbon Cliff	Illinois	IL	Rock Island	-90.3875	41.4861	
35549	Carbon Hill	Alabama	AL	Walker	-87.5403	33.9093	
43111	Carbon Hill	Ohio	OH	Hocking	-82.2429	39.5045	
98323	Carbonado	Washington	WA	Pierce	-122.051	47.0802	
81623	Carbondale	Colorado	CO	Garfield	-107.204	39.2511	
62902	Carbondale	Illinois	IL	Jackson	-89.1173	37.6636	
62903	Carbondale	Illinois	IL	Jackson	-89.2778	37.6704	
62901	Carbondale	Illinois	IL	Jackson	-89.2158	37.72	
66414	Carbondale	Kansas	KS	Osage	-95.6871	38.8206	
45717	Carbondale	Ohio	OH	Athens	-82.0101	39.3682	
18407	Carbondale	Pennsylvania	PA	Lackawanna	-75.5056	41.5831	
15420	Cardale	Pennsylvania	PA	Fayette	-79.6522	39.9321	
35041	Cardiff	Alabama	AL	Jefferson	-86.9318	33.6467	
21024	Cardiff	Maryland	MD		-76.3378	39.7172	
92007	Cardiff By The Sea	California	CA	San Diego	-117.274	33.023	
74335	Cardin	Oklahoma	OK	Ottawa	-94.8557	36.9795	
23025	Cardinal	Virginia	VA	Mathews	-76.3616	37.4128	
43315	Cardington	Ohio	OH	Morrow	-82.9337	40.5066	
4418	Cardville	Maine	ME	Penobscot	-68.6033	45.0776	
63829	Cardwell	Missouri	MO	Dunklin	-90.2907	36.0434	
59721	Cardwell	Montana	MT	Jefferson	-111.781	45.8941	
85377	Carefree	Arizona	AZ	Maricopa	-111.913	33.824	
70520	Carencro	Louisiana	LA	Lafayette	-92.0423	30.3244	
22436	Caret	Virginia	VA	Essex	-77.0371	38.0247	
24821	Caretta	West Virginia	WV	McDowell	-81.6343	37.383	
83320	Carey	Idaho	ID	Blaine	-113.893	43.2744	
43316	Carey	Ohio	OH	Wyandot	-83.3836	40.9486	
79222	Carey	Texas	TX	Childress	-100.208	34.5297	
83809	Careywood	Idaho	ID	Bonner	-116.594	48.0482	
4736	Caribou	Maine	ME	Aroostook	-68.0204	46.8706	
64834	Carl Junction	Missouri	MO	Jasper	-94.555	37.1795	
11514	Carle Place	New York	NY	Nassau	-73.6119	40.7512	
48117	Carleton	Michigan	MI	Monroe	-83.3755	42.0529	
68326	Carleton	Nebraska	NE	Thayer	-97.6719	40.3005	
82713	Carlile	Wyoming	WY	Crook	-104.768	44.5259	
89822	Carlin	Nevada	NV	Elko	-116.108	40.7172	
62626	Carlinville	Illinois	IL	Macoupin	-89.8661	39.2885	
72024	Carlisle	Arkansas	AR	Lonoke	-91.7459	34.7933	
47838	Carlisle	Indiana	IN	Sullivan	-87.3667	38.9763	
50047	Carlisle	Iowa	IA	Warren	-93.4921	41.4814	
40311	Carlisle	Kentucky	KY	Nicholas	-84.0279	38.3212	
70042	Carlisle	Louisiana	LA	Plaquemines	-89.4775	29.3801	
1741	Carlisle	Massachusetts	MA	Middlesex	-71.3519	42.5286	
39049	Carlisle	Mississippi	MS		-90.7799	32.1013	
12031	Carlisle	New York	NY	Schoharie	-74.4569	42.7648	
17015	Carlisle	Pennsylvania	PA		-77.2312	40.1772	
17013	Carlisle	Pennsylvania	PA	Cumberland	-77.1983	40.2417	
29031	Carlisle	South Carolina	SC	Union	-81.4814	34.567	
61725	Carlock	Illinois	IL	McLean	-89.1098	40.6029	
56319	Carlos	Minnesota	MN	Douglas	-95.3105	45.9726	
95528	Carlotta	California	CA	Humboldt	-123.974	40.507	
92013	Carlsbad	California	CA	San Diego	-116.846	33.0169	
92018	Carlsbad	California	CA	San Diego	-116.846	33.0169	
92009	Carlsbad	California	CA	San Diego	-117.262	33.0954	
92011	Carlsbad	California	CA	San Diego	-117.294	33.1072	
92008	Carlsbad	California	CA	San Diego	-117.325	33.1602	
92010	Carlsbad	California	CA		-117.301	33.1639	
88221	Carlsbad	New Mexico	NM	Eddy	-104.294	32.342	
88220	Carlsbad	New Mexico	NM	Eddy	-104.24	32.4119	
76934	Carlsbad	Texas	TX	Tom Green	-100.669	31.6266	
98324	Carlsborg	Washington	WA	Clallam	-123.873	48.1832	
7072	Carlstadt	New Jersey	NJ	Bergen	-74.0925	40.8403	
36515	Carlton	Alabama	AL	Clarke	-87.8378	31.3224	
30627	Carlton	Georgia	GA	Madison	-83.0038	33.9852	
67429	Carlton	Kansas	KS		-97.3064	38.6715	
55718	Carlton	Minnesota	MN	Carlton	-92.471	46.6484	
97111	Carlton	Oregon	OR	Yamhill	-123.152	45.2859	
16311	Carlton	Pennsylvania	PA	Mercer	-80.0203	41.4815	
76436	Carlton	Texas	TX	Hamilton	-98.1842	31.8949	
98814	Carlton	Washington	WA	Okanogan	-120.105	48.2526	
62231	Carlyle	Illinois	IL	Clinton	-89.3805	38.6066	
61425	Carman	Illinois	IL	Henderson	-91.0564	40.7551	
93922	Carmel	California	CA	Monterey	-121.926	36.5433	
93923	Carmel	California	CA	Monterey	-121.895	36.5457	
93921	Carmel	California	CA	Monterey	-121.923	36.5497	
46032	Carmel	Indiana	IN	Hamilton	-86.1245	39.9712	
46033	Carmel	Indiana	IN	Hamilton	-86.0829	39.9744	
46082	Carmel	Indiana	IN	Hamilton	-86.0523	40.0725	
4419	Carmel	Maine	ME	Penobscot	-68.9942	44.8053	
10512	Carmel	New York	NY	Putnam	-73.6815	41.4432	
93924	Carmel Valley	California	CA	Monterey	-121.724	36.4787	
83462	Carmen	Idaho	ID	Lemhi	-113.857	45.255	
73726	Carmen	Oklahoma	OK	Alfalfa	-98.4578	36.5842	
62821	Carmi	Illinois	IL	White	-88.167	38.0808	
95609	Carmichael	California	CA	Sacramento	-121.327	38.6257	
95608	Carmichael	California	CA	Sacramento	-121.329	38.6284	
15320	Carmichaels	Pennsylvania	PA	Greene	-79.971	39.8825	
78932	Carmine	Texas	TX	Fayette	-96.6861	30.1404	
51437	Carnarvon	Iowa	IA		-95.0908	42.2536	
98014	Carnation	Washington	WA	King	-121.911	47.638	
73015	Carnegie	Oklahoma	OK	Caddo	-98.5755	35.1235	
15106	Carnegie	Pennsylvania	PA	Allegheny	-80.0915	40.4029	
96140	Carnelian Bay	California	CA	Placer	-120.075	39.2319	
30521	Carnesville	Georgia	GA	Franklin	-83.2547	34.3631	
49812	Carney	Michigan	MI	Menominee	-87.5439	45.5917	
74832	Carney	Oklahoma	OK	Lincoln	-97.0159	35.8054	
48723	Caro	Michigan	MI	Tuscola	-83.3835	43.4833	
12032	Caroga Lake	New York	NY	Fulton	-74.5169	43.1922	
60116	Carol Stream	Illinois	IL	DuPage	-88.0887	41.8397	
60125	Carol Stream	Illinois	IL	DuPage	-88.0887	41.8397	
60128	Carol Stream	Illinois	IL	DuPage	-88.0887	41.8397	
60132	Carol Stream	Illinois	IL	DuPage	-88.0887	41.8397	
60197	Carol Stream	Illinois	IL	DuPage	-88.0887	41.8397	
60198	Carol Stream	Illinois	IL	DuPage	-88.0887	41.8397	
60199	Carol Stream	Illinois	IL	DuPage	-88.0887	41.8397	
60158	Carol Stream	Illinois	IL		-88.1208	41.9166	
60351	Carol Stream	Illinois	IL		-88.1208	41.9166	
60353	Carol Stream	Illinois	IL		-88.1208	41.9166	
60188	Carol Stream	Illinois	IL	DuPage	-88.137	41.9178	
28019	Caroleen	North Carolina	NC	Rutherford	-81.8319	35.3168	
2812	Carolina	Rhode Island	RI	Washington	-71.6751	41.4691	
26563	Carolina	West Virginia	WV	Marion	-80.272	39.4782	
28428	Carolina Beach	North Carolina	NC	New Hanover	-77.8963	34.0366	
54928	Caroline	Wisconsin	WI	Shawano	-88.8887	44.7276	
49718	Carp Lake	Michigan	MI	Emmet	-84.7735	45.7424	
50426	Carpenter	Iowa	IA	Mitchell	-93.0028	43.4149	
57322	Carpenter	South Dakota	SD	Clark	-97.9168	44.6648	
82054	Carpenter	Wyoming	WY	Laramie	-104.276	41.0428	
60110	Carpentersville	Illinois	IL	Kane	-88.2606	42.123	
93014	Carpinteria	California	CA	Santa Barbara	-119.849	34.2628	
93013	Carpinteria	California	CA	Santa Barbara	-119.518	34.4036	
58725	Carpio	North Dakota	ND	Ward	-101.712	48.4323	
80612	Carr	Colorado	CO	Weld	-104.886	40.8666	
32322	Carrabelle	Florida	FL	Franklin	-84.6358	29.8692	
27510	Carrboro	North Carolina	NC	Orange	-79.0901	35.9055	
41725	Carrie	Kentucky	KY	Knott	-83.069	37.3182	
73727	Carrier	Oklahoma	OK	Garfield	-98.0422	36.4922	
62917	Carrier Mills	Illinois	IL	Saline	-88.6199	37.6803	
39426	Carriere	Mississippi	MS	Pearl River	-89.5779	30.6178	
58421	Carrington	North Dakota	ND	Foster	-98.8933	47.4573	
78834	Carrizo Springs	Texas	TX	Dimmit	-99.8635	28.5278	
88301	Carrizozo	New Mexico	NM	Lincoln	-105.87	33.6496	
51401	Carroll	Iowa	IA	Carroll	-94.8667	42.072	
68723	Carroll	Nebraska	NE	Wayne	-97.1926	42.277	
43112	Carroll	Ohio	OH	Fairfield	-82.7084	39.7957	
98609	Carrolls	Washington	WA	Cowlitz	-122.865	46.0715	
35447	Carrollton	Alabama	AL	Pickens	-88.1321	33.2485	
30118	Carrollton	Georgia	GA	Carroll	-85.0961	33.5712	
30117	Carrollton	Georgia	GA	Carroll	-85.0812	33.5798	
30112	Carrollton	Georgia	GA		-85.0792	33.5809	
30116	Carrollton	Georgia	GA	Carroll	-85.0499	33.6045	
30119	Carrollton	Georgia	GA	Carroll	-85.0736	33.6189	
62016	Carrollton	Illinois	IL	Greene	-90.4092	39.3009	
41008	Carrollton	Kentucky	KY	Carroll	-85.173	38.6696	
48724	Carrollton	Michigan	MI	Saginaw	-83.9255	43.465	
38917	Carrollton	Mississippi	MS	Carroll	-89.9506	33.5208	
64633	Carrollton	Missouri	MO	Carroll	-93.4926	39.3673	
44615	Carrollton	Ohio	OH	Carroll	-81.0818	40.5787	
75011	Carrollton	Texas	TX	Dallas	-96.7776	32.7673	
75006	Carrollton	Texas	TX	Dallas	-96.8825	32.9657	
75007	Carrollton	Texas	TX	Denton	-96.882	33.0033	
75010	Carrollton	Texas	TX	Denton	-96.8777	33.0304	
75008	Carrollton	Texas	TX	Denton	-97.1163	33.2074	
23314	Carrollton	Virginia	VA	Isle of Wight	-76.543	36.955	
15722	Carrolltown	Pennsylvania	PA	Cambria	-78.7037	40.5891	
23481	Carrsville	Virginia	VA		-76.8702	36.709	
23315	Carrsville	Virginia	VA	Isle of Wight	-76.8365	36.7454	
90749	Carson	California	CA	Los Angeles	-118.299	33.7866	
90745	Carson	California	CA	Los Angeles	-118.268	33.823	
90895	Carson	California	CA		-118.22	33.8392	
90746	Carson	California	CA	Los Angeles	-118.255	33.8584	
90747	Carson	California	CA	Los Angeles	-118.254	33.8671	
51525	Carson	Iowa	IA	Pottawattamie	-95.3681	41.2253	
39427	Carson	Mississippi	MS	Jefferson Davis	-89.8279	31.4814	
87517	Carson	New Mexico	NM	Taos	-105.629	36.5045	
58529	Carson	North Dakota	ND	Grant	-101.539	46.4624	
23830	Carson	Virginia	VA	Dinwiddie	-77.4351	37.0393	
98610	Carson	Washington	WA	Skamania	-121.835	45.7493	
48811	Carson City	Michigan	MI	Montcalm	-84.8653	43.1695	
89705	Carson City	Nevada	NV	Douglas	-119.806	39.0554	
89702	Carson City	Nevada	NV	Carson City (city)	-119.759	39.1355	
89701	Carson City	Nevada	NV	Carson City (city)	-119.746	39.1507	
89710	Carson City	Nevada	NV	Carson City (city)	-119.776	39.1678	
89711	Carson City	Nevada	NV	Carson City (city)	-119.776	39.1678	
89712	Carson City	Nevada	NV	Carson City (city)	-119.776	39.1678	
89713	Carson City	Nevada	NV	Carson City (city)	-119.776	39.1678	
89714	Carson City	Nevada	NV	Carson City (city)	-119.776	39.1678	
89721	Carson City	Nevada	NV	Carson City (city)	-119.776	39.1678	
89703	Carson City	Nevada	NV	Carson City (city)	-119.778	39.1704	
89706	Carson City	Nevada	NV	Carson City (city)	-119.753	39.2025	
48419	Carsonville	Michigan	MI	Sanilac	-82.6022	43.4258	
41128	Carter	Kentucky	KY	Carter	-83.1336	38.4339	
59420	Carter	Montana	MT	Chouteau	-110.979	47.781	
73627	Carter	Oklahoma	OK	Beckham	-99.4822	35.2208	
57526	Carter	South Dakota	SD	Tripp	-99.8823	43.3821	
51510	Carter Lake	Iowa	IA	Pottawattamie	-95.9141	41.2925	
7008	Carteret	New Jersey	NJ	Middlesex	-74.2313	40.5823	
46114	Cartersburg	Indiana	IN	Hendricks	-86.5104	39.7624	
30120	Cartersville	Georgia	GA	Bartow	-84.8204	34.187	
30121	Cartersville	Georgia	GA	Bartow	-84.7673	34.2079	
23027	Cartersville	Virginia	VA	Cumberland	-78.1389	37.6479	
62918	Carterville	Illinois	IL	Williamson	-89.0978	37.7748	
64835	Carterville	Missouri	MO	Jasper	-94.4359	37.1507	
71725	Carthage	Arkansas	AR	Dallas	-92.6262	34.0636	
62321	Carthage	Illinois	IL	Hancock	-91.1005	40.4129	
46115	Carthage	Indiana	IN	Rush	-85.5754	39.7466	
39051	Carthage	Mississippi	MS	Leake	-89.5241	32.7852	
64836	Carthage	Missouri	MO	Jasper	-94.3112	37.1597	
13619	Carthage	New York	NY	Jefferson	-75.6013	43.9791	
28327	Carthage	North Carolina	NC	Moore	-79.3969	35.3061	
57323	Carthage	South Dakota	SD	Miner	-97.7116	44.1496	
37030	Carthage	Tennessee	TN	Smith	-85.9517	36.2763	
75633	Carthage	Texas	TX	Panola	-94.3527	32.1544	
58838	Cartwright	North Dakota	ND	McKenzie	-103.949	47.7992	
74731	Cartwright	Oklahoma	OK	Bryan	-96.5672	33.8668	
93609	Caruthers	California	CA	Fresno	-119.845	36.5358	
63830	Caruthersville	Missouri	MO	Pemiscot	-89.6683	36.1802	
41409	Carver	Kentucky	KY		-83.069	37.6503	
2330	Carver	Massachusetts	MA	Plymouth	-70.7678	41.8883	
55315	Carver	Minnesota	MN	Carver	-93.6879	44.7169	
18913	Carversville	Pennsylvania	PA	Bucks	-75.0413	40.3765	
70721	Carville	Louisiana	LA	Iberville	-91.0925	30.2184	
60013	Cary	Illinois	IL	McHenry	-88.2426	42.2196	
39054	Cary	Mississippi	MS	Sharkey	-90.9275	32.8129	
27518	Cary	North Carolina	NC	Wake	-78.7735	35.7299	
27511	Cary	North Carolina	NC	Wake	-78.7786	35.7641	
27513	Cary	North Carolina	NC	Wake	-78.7941	35.7956	
27519	Cary	North Carolina	NC	Wake	-78.887	35.8072	
27512	Cary	North Carolina	NC	Wake	-78.8395	35.8084	
32427	Caryville	Florida	FL	Washington	-85.8014	30.7123	
37714	Caryville	Tennessee	TN	Campbell	-84.203	36.3028	
72025	Casa	Arkansas	AR	Perry	-93.047	35.0322	
87007	Casa Blanca	New Mexico	NM	Cibola	-107.434	35.0352	
85130	Casa Grande	Arizona	AZ	Pinal	-111.705	32.8151	
85193	Casa Grande	Arizona	AZ		-111.797	32.8554	
85122	Casa Grande	Arizona	AZ	Pinal	-111.754	32.8906	
85194	Casa Grande	Arizona	AZ		-111.626	32.8984	
20139	Casanova	Virginia	VA	Fauquier	-77.7025	38.6543	
22017	Casanova	Virginia	VA		-77.7171	38.6575	
28020	Casar	North Carolina	NC	Cleveland	-81.6357	35.5145	
80809	Cascade	Colorado	CO	El Paso	-104.995	38.9455	
83611	Cascade	Idaho	ID	Valley	-115.642	44.6927	
52033	Cascade	Iowa	IA	Dubuque	-91.0144	42.287	
21719	Cascade	Maryland	MD	Washington	-77.4955	39.6958	
63632	Cascade	Missouri	MO	Wayne	-90.445	37.1196	
59421	Cascade	Montana	MT	Cascade	-111.722	47.2912	
24069	Cascade	Virginia	VA	Pittsylvania	-79.6574	36.5927	
53011	Cascade	Wisconsin	WI	Sheboygan	-88.0947	43.6591	
97014	Cascade Locks	Oregon	OR	Hood River	-121.869	45.671	
97329	Cascadia	Oregon	OR	Linn	-122.364	44.3995	
38920	Cascilla	Mississippi	MS	Tallahatchie	-90.0362	33.9079	
4015	Casco	Maine	ME	Cumberland	-70.526	43.9596	
48064	Casco	Michigan	MI	St. Clair	-82.6728	42.7674	
54205	Casco	Wisconsin	WI	Kewaunee	-87.6231	44.5833	
48725	Caseville	Michigan	MI	Huron	-83.2659	43.9429	
62420	Casey	Illinois	IL	Clark	-87.9913	39.3017	
50048	Casey	Iowa	IA	Guthrie	-94.5212	41.5763	
42723	Casey Creek	Kentucky	KY		-85.203	37.2719	
62232	Caseyville	Illinois	IL	St. Clair	-90.0135	38.6345	
72421	Cash	Arkansas	AR	Craighead	-90.941	35.8301	
28717	Cashiers	North Carolina	NC	Jackson	-83.0871	35.0971	
85329	Cashion	Arizona	AZ	Maricopa	-112.187	33.2765	
73016	Cashion	Oklahoma	OK	Kingfisher	-97.6795	35.8	
98815	Cashmere	Washington	WA	Chelan	-120.503	47.5173	
54619	Cashton	Wisconsin	WI	Monroe	-90.7612	43.7456	
17310	Cashtown	Pennsylvania	PA	Adams	-77.3566	39.8906	
93429	Casmalia	California	CA	Santa Barbara	-120.535	34.8458	
49318	Casnovia	Michigan	MI	Muskegon	-85.8254	43.2382	
75636	Cason	Texas	TX	Morris	-94.8249	33.024	
95420	Caspar	California	CA	Mendocino	-123.794	39.3629	
82604	Casper	Wyoming	WY	Natrona	-106.39	42.8261	
82609	Casper	Wyoming	WY	Natrona	-106.281	42.8406	
82601	Casper	Wyoming	WY	Natrona	-106.317	42.8458	
82602	Casper	Wyoming	WY	Natrona	-106.357	42.8896	
82605	Casper	Wyoming	WY	Natrona	-106.807	42.9662	
49915	Caspian	Michigan	MI	Iron	-88.631	46.0657	
24927	Cass	West Virginia	WV	Pocahontas	-79.9906	38.388	
48726	Cass City	Michigan	MI	Tuscola	-83.1733	43.5797	
56633	Cass Lake	Minnesota	MN	Cass	-94.6119	47.3516	
32706	Cassadaga	Florida	FL	Volusia	-81.2371	28.9664	
14718	Cassadaga	New York	NY	Chautauqua	-79.2993	42.3504	
15925	Cassandra	Pennsylvania	PA	Cambria	-78.6407	40.4085	
29032	Cassatt	South Carolina	SC	Kershaw	-80.5	34.3424	
72026	Casscoe	Arkansas	AR	Arkansas	-91.299	34.5095	
96016	Cassel	California	CA	Shasta	-121.568	40.9337	
32730	Casselberry	Florida	FL	Seminole	-81.3418	28.6513	
32707	Casselberry	Florida	FL	Seminole	-81.3122	28.6617	
32718	Casselberry	Florida	FL	Seminole	-81.2233	28.7448	
58012	Casselton	North Dakota	ND	Cass	-97.2138	46.8992	
66842	Cassoday	Kansas	KS	Butler	-96.6746	38.0298	
49031	Cassopolis	Michigan	MI	Cass	-85.9923	41.8968	
45312	Casstown	Ohio	OH	Miami	-84.1088	40.0716	
30123	Cassville	Georgia	GA	Bartow	-84.8457	34.2442	
65625	Cassville	Missouri	MO	Barry	-93.8467	36.6784	
13318	Cassville	New York	NY	Oneida	-75.2607	42.9069	
16623	Cassville	Pennsylvania	PA	Huntingdon	-78.0272	40.294	
26527	Cassville	West Virginia	WV	Monongalia	-80.093	39.5785	
53806	Cassville	Wisconsin	WI	Grant	-90.9608	42.7288	
91310	Castaic	California	CA	Los Angeles	-118.299	33.7866	
91384	Castaic	California	CA	Los Angeles	-118.625	34.4827	
52133	Castalia	Iowa	IA	Winneshiek	-91.6643	43.1361	
27816	Castalia	North Carolina	NC	Nash	-78.0705	36.0901	
44824	Castalia	Ohio	OH	Erie	-82.7994	41.3872	
37031	Castalian Springs	Tennessee	TN	Sumner	-86.3107	36.3806	
51010	Castana	Iowa	IA	Monona	-95.9431	42.1054	
17726	Castanea	Pennsylvania	PA	Clinton	-77.4317	41.1227	
76831	Castell	Texas	TX	Llano	-98.9712	30.7565	
96017	Castella	California	CA	Shasta	-122.316	41.1103	
14427	Castile	New York	NY	Wyoming	-78.0547	42.6359	
4420	Castine	Maine	ME	Hancock	-68.798	44.413	
4421	Castine	Maine	ME	Hancock	-68.7929	44.4156	
74833	Castle	Oklahoma	OK	Okfuskee	-96.3791	35.4732	
13744	Castle Creek	New York	NY	Broome	-75.9087	42.2568	
84513	Castle Dale	Utah	UT	Emery	-111.053	39.1964	
28429	Castle Hayne	North Carolina	NC	New Hanover	-77.9108	34.3236	
12511	Castle Point	New York	NY	Dutchess	-73.7437	41.7599	
80109	Castle Rock	Colorado	CO	Douglas	-104.901	39.3643	
80104	Castle Rock	Colorado	CO	Douglas	-104.86	39.3926	
80108	Castle Rock	Colorado	CO	Douglas	-104.853	39.4455	
55010	Castle Rock	Minnesota	MN	Dakota	-93.1531	44.5472	
98611	Castle Rock	Washington	WA	Cowlitz	-122.914	46.2783	
36432	Castleberry	Alabama	AL	Conecuh	-86.9981	31.3709	
83321	Castleford	Idaho	ID	Twin Falls	-114.873	42.521	
61426	Castleton	Illinois	IL	Stark	-89.7072	41.1183	
5735	Castleton	Vermont	VT	Rutland	-73.1708	43.6223	
22716	Castleton	Virginia	VA	Rappahannock	-78.1208	38.6032	
12033	Castleton On Hudson	New York	NY	Rensselaer	-73.7071	42.5376	
57223	Castlewood	South Dakota	SD	Hamlin	-97.0204	44.7313	
24224	Castlewood	Virginia	VA	Russell	-82.2876	36.8764	
71016	Castor	Louisiana	LA	Bienville	-93.0936	32.2452	
13620	Castorland	New York	NY	Lewis	-75.4604	43.8843	
94546	Castro Valley	California	CA	Alameda	-122.078	37.7015	
94552	Castro Valley	California	CA	Alameda	-122.038	37.7131	
95012	Castroville	California	CA	Monterey	-121.746	36.7732	
78009	Castroville	Texas	TX	Medina	-98.8824	29.3553	
59017	Cat Creek	Montana	MT		-108.299	47.1866	
78933	Cat Spring	Texas	TX	Austin	-96.39	29.7512	
83810	Cataldo	Idaho	ID	Kootenai	-116.443	47.5522	
85738	Catalina	Arizona	AZ	Pima	-111.891	31.9701	
54620	Cataract	Wisconsin	WI	Monroe	-90.8423	44.0876	
78836	Catarina	Texas	TX	Dimmit	-99.586	28.3598	
18032	Catasauqua	Pennsylvania	PA	Lehigh	-75.4693	40.6557	
31804	Cataula	Georgia	GA	Harris	-84.9207	32.6242	
2534	Cataumet	Massachusetts	MA	Barnstable	-70.6234	41.6694	
28609	Catawba	North Carolina	NC	Catawba	-81.0503	35.6757	
43010	Catawba	Ohio	OH	Clark	-83.6222	39.9991	
29704	Catawba	South Carolina	SC	York	-80.9342	34.8507	
24070	Catawba	Virginia	VA	Roanoke	-80.1284	37.3696	
54515	Catawba	Wisconsin	WI	Price	-90.5146	45.5081	
63015	Catawissa	Missouri	MO	Franklin	-90.7806	38.4047	
17820	Catawissa	Pennsylvania	PA	Columbia	-76.4416	40.918	
67627	Catharine	Kansas	KS	Ellis	-99.2161	38.9276	
20143	Catharpin	Virginia	VA	Prince William	-77.5669	38.8455	
22018	Catharpin	Virginia	VA		-77.5624	38.8547	
58422	Cathay	North Dakota	ND	Wells	-99.4049	47.6289	
92235	Cathedral City	California	CA	Riverside	-116.056	33.7529	
92234	Cathedral City	California	CA	Riverside	-116.466	33.8098	
36728	Catherine	Alabama	AL	Wilcox	-87.4836	32.182	
95306	Catheys Valley	California	CA	Mariposa	-120.144	37.4404	
98612	Cathlamet	Washington	WA	Wahkiakum	-123.363	46.1954	
22019	Catlett	Virginia	VA		-77.6506	38.6352	
20119	Catlett	Virginia	VA	Fauquier	-77.6383	38.637	
41129	Catlettsburg	Kentucky	KY	Boyd	-82.6321	38.3799	
61817	Catlin	Illinois	IL	Vermilion	-87.7113	40.0699	
13033	Cato	New York	NY	Cayuga	-76.5648	43.1794	
